element,id,contact:website,light_rail,name,network,network:short,official_name,operator,public_transport,railway,railway:ref,railway:station_category,station,uic_ref,wheelchair,wikidata,wikipedia,geometry
node,3898404805,Unknown,,Westphalweg,,,,,station,station,,,subway,,no,Q554481,de:U-Bahnhof Westphalweg,POINT (13.3856905 52.4462674)
node,3900136339,Unknown,,Kottbusser Tor,,,,,station,station,,,subway,,yes,Q819768,de:U-Bahnhof Kottbusser Tor,POINT (13.4183107 52.4989853)
node,3900580952,Unknown,,Sophie-Charlotte-Platz,,,,,station,station,,,subway,,yes,Q657879,de:U-Bahnhof Sophie-Charlotte-Platz,POINT (13.2963306 52.5109137)
node,3901824902,Unknown,,Nollendorfplatz,,,,,station,station,,,subway,,yes,Q571039,de:U-Bahnhof Nollendorfplatz,POINT (13.3537297 52.4995972)
node,3904674211,Unknown,,Spittelmarkt,,,,,station,station,,,subway,,yes,Q569489,de:U-Bahnhof Spittelmarkt,POINT (13.4041155 52.5112959)
node,3906622702,Unknown,,Kurfürstenstraße,,,,,station,station,,,subway,,no,Q690203,de:U-Bahnhof Kurfürstenstraße,POINT (13.3619411 52.4999599)
node,3906729688,Unknown,,Schwartzkopffstraße,,,,,station,station,,,subway,,yes,Q554360,de:U-Bahnhof Schwartzkopffstraße,POINT (13.377318 52.5351574)
node,3908141014,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/alexanderplatz/26,yes,Alexanderplatz,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Alexanderplatz S-Bahn,DB Netz AG,station,station,BALX,3.0,light_rail,8089001.0,yes,Q698497,de:Bahnhof Berlin Alexanderplatz,POINT (13.4112804 52.5215661)
node,3916325095,Unknown,,Senefelderplatz,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,,no,Q32661454,de:U-Bahnhof Senefelderplatz,POINT (13.4126861 52.5323899)
node,3918542874,Unknown,,Konstanzer Straße,,,,,station,station,,,subway,,no,Q571019,de:U-Bahnhof Konstanzer Straße,POINT (13.3090745 52.4945315)
node,3918711741,Unknown,,Karl-Marx-Straße,,,,,station,station,,,subway,,yes,Q519494,de:U-Bahnhof Karl-Marx-Straße,POINT (13.4393375 52.4762696)
node,3928759793,Unknown,,Oranienburger Tor,,,,,station,station,,,subway,,yes,Q571485,de:U-Bahnhof Oranienburger Tor,POINT (13.3873583 52.5255998)
node,3931919580,Unknown,,Adenauerplatz,,,,,station,station,,,subway,,yes,Q570939,de:U-Bahnhof Adenauerplatz,POINT (13.3073226 52.5000028)
node,3933477396,Unknown,,Cottbusser Platz,,,,,station,station,,,subway,,yes,Q557547,de:U-Bahnhof Cottbusser Platz,POINT (13.5964015 52.5338331)
node,3933477399,Unknown,,Kaulsdorf-Nord,,,,,station,station,,,subway,,yes,Q553140,de:U-Bahnhof Kaulsdorf-Nord,POINT (13.5889176 52.5211535)
node,3933477401,Unknown,,Magdalenenstraße,,,,,station,station,,,subway,,yes,Q473901,de:U-Bahnhof Magdalenenstraße,POINT (13.4870792 52.5124541)
node,3933477404,Unknown,,Kienberg (Gärten der Welt),,,,,station,station,,,subway,,yes,Q556003,de:U-Bahnhof Neue Grottkauer Straße,POINT (13.5906369 52.5286152)
node,3933566460,Unknown,,Nauener Platz,,,,,station,station,,,subway,,yes,Q555986,de:U-Bahnhof Nauener Platz,POINT (13.3671696 52.5514056)
node,3933855820,Unknown,,Mendelssohn-Bartholdy-Park,,,,,station,station,,,subway,,yes,Q658405,de:U-Bahnhof Mendelssohn-Bartholdy-Park,POINT (13.3748605 52.503724)
node,3933855823,Unknown,,Möckernbrücke,,,,,station,station,,,subway,,no,Q704716,de:U-Bahnhof Möckernbrücke,POINT (13.383123 52.4986927)
node,3933855829,Unknown,,Pankstraße,,,,,station,station,,,subway,,no,Q571380,de:U-Bahnhof Pankstraße,POINT (13.3814583 52.5522617)
node,3935369912,Unknown,,Samariterstraße,,,,,station,station,,,subway,,yes,Q552891,de:U-Bahnhof Samariterstraße,POINT (13.4644405 52.5147399)
node,3935470812,Unknown,,Hönow,,,,,station,station,,,subway,,yes,Q550317,de:U-Bahnhof Hönow,POINT (13.633123 52.5384335)
node,3936632576,Unknown,,Ahrensfelde,Verkehrsverbund Berlin-Brandenburg,,,DB Netz AG;DB Station&Service AG,station,station,BAHR,4.0,,8011003.0,yes,Q800363,de:Bahnhof Ahrensfelde,POINT (13.5653023 52.5714452)
node,3936632939,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/ahrensfelde/25,yes,Ahrensfelde,Verkehrsverbund Berlin-Brandenburg,VBB,Ahrensfelde S-Bahn,DB Station&Service AG,station,station,BAF,4.0,light_rail,8011003.0,yes,Q800363,de:Bahnhof Ahrensfelde,POINT (13.5656581 52.5713397)
node,3946122064,Unknown,,Bülowstraße,,,,,station,station,,,subway,,yes,Q374881,de:U-Bahnhof Bülowstraße,POINT (13.3632209 52.4975858)
node,3947836158,Unknown,,Hausvogteiplatz,,,,,station,station,,,subway,,no,Q656523,de:U-Bahnhof Hausvogteiplatz,POINT (13.395591 52.5133502)
node,3948690912,Unknown,,Alt-Tempelhof,,,,,station,station,,,subway,,no,Q559212,de:U-Bahnhof Alt-Tempelhof,POINT (13.3856299 52.4655217)
node,3948690916,Unknown,,Ullsteinstraße,,,,,station,station,,,subway,,yes,Q637870,de:U-Bahnhof Ullsteinstraße,POINT (13.3844659 52.4537449)
node,3949521962,Unknown,,Mehringdamm,,,,,station,station,,,subway,,yes,Q657905,de:U-Bahnhof Mehringdamm,POINT (13.3886168 52.4941308)
node,3949521963,Unknown,,Paradestraße,,,,,station,station,,,subway,,yes,Q557543,de:U-Bahnhof Paradestraße,POINT (13.3862561 52.4780189)
node,3950105985,Unknown,,Lichtenberg,,,,,station,station,,,subway,,yes,,,POINT (13.4986022 52.5111151)
node,3955368088,Unknown,,Onkel Toms Hütte,,,,,station,station,,,subway,,yes,Q389214,de:U-Bahnhof Onkel Toms Hütte,POINT (13.2530752 52.4498912)
node,3955368093,Unknown,,Oskar-Helene-Heim,,,,,station,station,,,subway,,yes,Q681336,de:U-Bahnhof Oskar-Helene-Heim,POINT (13.2690711 52.4503608)
node,3955368095,Unknown,,Freie Universität (Thielplatz),,,,,station,station,,,subway,,yes,Q571331,de:U-Bahnhof Thielplatz,POINT (13.281744 52.4510388)
node,3957757603,Unknown,,Uhlandstraße,,,,,station,station,,,subway,,no,Q568224,de:U-Bahnhof Uhlandstraße (Berlin),POINT (13.3266968 52.5028118)
node,3957757604,Unknown,,Wittenbergplatz,,,,,station,station,,,subway,,limited,Q692727,de:U-Bahnhof Wittenbergplatz,POINT (13.3430005 52.5017976)
node,3957897529,Unknown,,Hansaplatz,,,,,station,station,,,subway,,yes,Q287552,de:U-Bahnhof Hansaplatz,POINT (13.3420365 52.518008)
node,3959201657,Unknown,,Birkenstraße,,,,,station,station,,,subway,,yes,Q555998,de:U-Bahnhof Birkenstraße,POINT (13.3413533 52.5323818)
node,3959389239,Unknown,,Blaschkoallee,,,,,station,station,,,subway,,yes,Q666911,de:U-Bahnhof Blaschkoallee,POINT (13.4492022 52.4520801)
node,3959653399,Unknown,,Blissestraße,,,,,station,station,,,subway,,no,Q571397,de:U-Bahnhof Blissestraße,POINT (13.3205449 52.4864895)
node,3959895235,Unknown,,Breitenbachplatz,,,,,station,station,,,subway,,yes,Q571339,de:U-Bahnhof Breitenbachplatz,POINT (13.3088711 52.4670266)
node,3961281931,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/zehlendorf/6,yes,Zehlendorf,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Zehlendorf,DB Station&Service AG,station,station,BZD,4.0,light_rail,8089098.0,yes,Q737962,de:Bahnhof Berlin-Zehlendorf,POINT (13.2585888 52.4310735)
node,3983548303,Unknown,,Osloer Straße,,,,,station,station,,,subway,,yes,Q662217,de:U-Bahnhof Osloer Straße,POINT (13.3732715 52.5571597)
node,3995738144,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lichtenberg/97,yes,Lichtenberg,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Lichtenberg S-Bahn,DB Netz AG,station,station,BLI,2.0,light_rail,8010036.0,yes,Q634247,de:Bahnhof Berlin-Lichtenberg,POINT (13.4978129 52.5102343)
node,4011129259,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lichterfelde-sued/21,yes,Lichterfelde Süd,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Lichterfelde Süd,DB Netz AG,station,station,BLIS,5.0,light_rail,8089472.0,yes,Q800482,de:Bahnhof Berlin-Lichterfelde Süd,POINT (13.3085527 52.4099669)
node,4011336129,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/suedende/148,yes,Südende,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Südende,DB Netz AG,station,station,BSDE,5.0,light_rail,8089115.0,yes,Q800511,de:Bahnhof Berlin-Südende,POINT (13.3537492 52.448279)
node,4012502919,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/rahnsdorf/127,yes,Rahnsdorf,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Rahnsdorf,DB Netz AG,station,station,BRD,5.0,light_rail,8089082.0,yes,Q800489,de:Bahnhof Berlin-Rahnsdorf,POINT (13.6899776 52.4516372)
