element,id,operator,railway,railway:local_operated,railway:switch,railway:switch:electric,railway:switch:heated,railway:switch:movable_frog,railway:switch:resetting,railway:turnout_side,ref,source,railway:switch:configuration,description,video,railway:maxspeed:diverging,railway:maxspeed:straight,railway:switch_ref,image,source:ref,fixme,railway:radius,railway:electricity,control,railway:local_operated:home_position,usage,railway:electricity:jumpering,disused,note,level,layer,crossing,tactile_paving,wheelchair,source:description,razed:railway,name,abandoned,railway:track_ref,geometry
node,653541380,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5007341 52.5118325)
node,653541382,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,left,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5015007 52.5122477)
node,653541391,,switch,,default,yes,,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5024697 52.512536)
node,653541394,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5020151 52.5123496)
node,653553809,,switch,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5018394 52.5126274)
node,653553813,,switch,,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5019995 52.5126879)
node,653553817,,switch,no,default,yes,,,,left,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.503517 52.5131836)
node,653553826,,switch,,default,yes,,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5039431 52.5130628)
node,653553870,DB Netz AG,switch,no,default,yes,yes,no,no,left,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5090221 52.5143741)
node,670524615,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3646198 52.5315014)
node,670587405,,switch,,default,,,,,left,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.537103 52.5243986)
node,677034303,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3296709 52.5339771)
node,677045615,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3278724 52.5343235)
node,682064143,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2484934 52.5196008)
node,682064151,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2481177 52.5204478)
node,682064444,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2482302 52.5200851)
node,682064464,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2482335 52.520283)
node,682213328,,switch,yes,default,no,no,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2654491 52.5046797)
node,682213334,,switch,yes,default,no,no,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2652496 52.5052183)
node,682213342,,switch,yes,default,no,no,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2653153 52.5052428)
node,682213352,,switch,yes,default,no,no,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2653707 52.5049332)
node,682213355,,switch,yes,default,no,no,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2654199 52.5049339)
node,682213382,,switch,yes,default,no,no,no,no,right,A15,,,ortsgestellte Weiche,https://youtu.be/bS33qGO_ahY?t=364,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2647859 52.506169)
node,715739427,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3237243 52.5047741)
node,715739440,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3225201 52.5048743)
node,715756449,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3253107 52.5047181)
node,724453181,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2573489 52.5270276)
node,724453182,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2549998 52.5268777)
node,724453186,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2559925 52.5269424)
node,724453188,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2595124 52.5272106)
node,724453190,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2536248 52.5267928)
node,724453192,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2529502 52.5266899)
node,724453195,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2580705 52.5270158)
node,725253220,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1596585 52.413024)
node,725253234,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1618266 52.4137926)
node,725253236,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1628391 52.4138788)
node,725253238,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1622746 52.4136973)
node,725253245,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1671727 52.4152473)
node,725253262,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1701846 52.4166037)
node,725253287,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1601154 52.4131529)
node,725253302,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1628787 52.4138508)
node,725253312,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1676001 52.4154252)
node,725253325,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.160705 52.4133021)
node,725253332,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1680188 52.4155656)
node,725253338,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1609962 52.4135603)
node,725253351,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1610257 52.4135701)
node,725253376,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1602798 52.4132636)
node,725253401,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1611925 52.4134236)
node,725253403,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.169741 52.4163226)
node,725253405,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1620312 52.4139073)
node,725264137,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1742317 52.4181757)
node,725264239,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1739396 52.4180333)
node,725264241,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,23W343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1766974 52.4193458)
node,725264244,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1710632 52.4170106)
node,725264251,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1710211 52.4170436)
node,725264255,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1757059 52.4189038)
node,725264264,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1752122 52.4187112)
node,725265263,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,23W341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1778522 52.4199697)
node,744974859,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3132436 52.581433)
node,745748532,,switch,,default,yes,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5069357 52.5129892)
node,751204800,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2432483 52.4445183)
node,751204842,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2431672 52.4445163)
node,751204846,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2437488 52.44478)
node,751204869,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2434515 52.4446452)
node,757427215,,switch,,,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3510352 52.5529097)
node,757427224,,switch,,,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3510073 52.5531709)
node,757427234,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3509848 52.5526667)
node,757427238,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3509818 52.5533539)
node,757427240,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3509578 52.5535183)
node,757427249,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3510987 52.5524046)
node,757427252,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3512082 52.5539331)
node,757427254,,switch,,,,,,,left,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3510904 52.5529589)
node,757427261,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3509396 52.5531883)
node,757427262,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3514008 52.5527876)
node,757427272,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3509811 52.5528351)
node,757427284,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3509391 52.5533462)
node,757427301,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3510009 52.5534871)
node,757427307,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3511059 52.5528998)
node,830461162,,switch,,,,,,,left,213,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4953063 52.5730497)
node,830461169,,switch,,,,,,,right,679,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.494328 52.5730556)
node,830461174,,switch,,,,,,,left,179,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4954116 52.5731871)
node,830461195,,switch,,,,,,,right,713,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4944208 52.572936)
node,885840187,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2489336 52.5192151)
node,885840197,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2490406 52.519079)
node,885840198,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2491536 52.518932)
node,885840200,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2487255 52.5194791)
node,885840201,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2484912 52.5200252)
node,885840219,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2484591 52.5198271)
node,885840229,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2482927 52.519945)
node,885840256,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2488209 52.5193529)
node,885841682,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2493521 52.5185181)
node,885841685,,switch,,double_slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2495406 52.5183589)
node,885841691,,switch,,double_slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2494181 52.5185088)
node,885841696,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2492323 52.518828)
node,885841698,,switch,,double_slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2494857 52.5183478)
node,885841702,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2495718 52.5181459)
node,885855872,,switch,,double_slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2493908 52.5181601)
node,885855873,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2495649 52.5184095)
node,885855883,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2497576 52.5180052)
node,892775432,,switch,,,,,,,,K1,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4453237 52.5336108)
node,919754991,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2555102 52.4302274)
node,919755021,DB InfraGO AG,switch,,default,,,,,right,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2616567 52.4319952)
node,919755033,DB InfraGO AG,switch,,default,,,,,left,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2635901 52.4326755)
node,919755044,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2546964 52.4300517)
node,919755117,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,72W860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2554819 52.4302739)
node,919755140,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2559482 52.4304494)
node,919755148,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2555509 52.4302361)
node,919755186,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,POINT (13.2565039 52.4305954)
node,919755195,DB InfraGO AG,switch,,default,,,,,left,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2627182 52.4323277)
node,919755215,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2546728 52.430092)
node,919755223,DB InfraGO AG,switch,,default,,,,,right,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2625776 52.4322796)
node,933680743,DB Netz AG,switch,no,inner_curved,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.19992 52.5343523)
node,936609477,,switch,yes,,no,,,,left,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4868668 52.5051565)
node,936609650,,switch,yes,,no,,,,right,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4873183 52.5053206)
node,936609653,,switch,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4866812 52.5051946)
node,936609721,,switch,,,,,,,right,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4886174 52.505744)
node,936609849,,switch,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4923269 52.5078119)
node,936609882,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4850402 52.5047333)
node,936708765,,switch,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5005906 52.5119135)
node,936708777,,switch,,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5017312 52.5125273)
node,936708796,,switch,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4985039 52.5107456)
node,936708814,,switch,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4988052 52.5109221)
node,936708823,,switch,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5002456 52.5118604)
node,936708842,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4986444 52.5112078)
node,963003858,,switch,,default,,,,,left,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4508753 52.6135346)
node,963003950,,switch,,default,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4541517 52.6110519)
node,963004181,,switch,,default,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4528626 52.6120698)
node,993719217,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4029048 52.5911839)
node,993719238,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4025258 52.5907876)
node,993719243,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4026527 52.5905058)
node,993719246,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4026138 52.5910267)
node,993719261,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4022638 52.5904361)
node,999608343,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5819798 52.546661)
node,1006046547,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5077714 52.464763)
node,1012940972,,switch,,,,,,,,519,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4300631 52.5509649)
node,1012941008,,switch,,,,,,,,599,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4139811 52.5537934)
node,1038722204,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2906421 52.5865057)
node,1069031992,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3142021 52.5832505)
node,1069031993,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3143159 52.5834809)
node,1075193183,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4999021 52.5212922)
node,1077635029,,switch,,default,yes,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5120697 52.5138682)
node,1077635055,,switch,,default,yes,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5059957 52.5129486)
node,1077635063,,switch,,default,yes,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5108154 52.5139309)
node,1077635066,,switch,,default,yes,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5054597 52.512933)
node,1077748585,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5179223 52.5012438)
node,1077748693,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.515861 52.5035419)
node,1077748764,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5175822 52.5013848)
node,1077748807,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5177195 52.5009284)
node,1077748827,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.516004 52.5032619)
node,1077748858,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5180484 52.5006369)
node,1077748919,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5184054 52.5001456)
node,1077748975,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5175603 52.5010532)
node,1079552568,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5078503 52.4648702)
node,1079552674,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5081695 52.4645511)
node,1081071138,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4436427 52.5378516)
node,1097102723,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1863057 52.4242592)
node,1097102781,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.188039 52.4248995)
node,1097102818,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1870001 52.4244024)
node,1097102821,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1872858 52.4246409)
node,1119085684,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2874517 52.5910088)
node,1194571245,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4161354 52.4554037)
node,1194571304,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.419346 52.4527571)
node,1194571453,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4182461 52.4536409)
node,1194571534,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4187101 52.4535084)
node,1194571581,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4155387 52.4555535)
node,1194571613,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4169263 52.4547886)
node,1194571631,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4169823 52.4543281)
node,1194571742,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4194422 52.4526747)
node,1194571836,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4166295 52.4545053)
node,1194571947,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4153489 52.4557486)
node,1194571949,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4164955 52.4545738)
node,1194599978,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4260343 52.4492357)
node,1194599992,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.421781 52.4508932)
node,1194600100,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4262977 52.4469884)
node,1230441949,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4740549 52.4197704)
node,1232838143,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3656566 52.5421252)
node,1232838156,DB InfraGO AG,switch,no,outer_curved,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3654267 52.5421484)
node,1232860246,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4200108 52.4990508)
node,1232860247,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.448014 52.5037578)
node,1232860250,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4475012 52.5031789)
node,1232860269,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4475541 52.5031684)
node,1256172499,,switch,yes,default,no,,no,no,right,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5264783 52.5701835)
node,1256172507,,switch,yes,default,yes,,no,no,left,216,survey,,,,,,,,,,,,,,,,,"Die Zunge ist von einer Standardweiche, das Herzstück von einer Bogenweiche",,,,,,,,,,,POINT (13.5281541 52.5704641)
node,1256172509,,switch,yes,default,yes,,no,no,left,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5276138 52.5706471)
node,1288393276,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3252986 52.5637118)
node,1288393950,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.325275 52.5636779)
node,1313559042,DB Netz AG,switch,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3654606 52.5297184)
node,1313559044,DB Netz AG,switch,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3644136 52.5308016)
node,1319504698,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3126507 52.5054997)
node,1328394931,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4064138 52.465162)
node,1328394932,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4090817 52.4654042)
node,1329906700,DB InfraGO AG,switch,,default,yes,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2101408 52.438972)
node,1329906748,DB InfraGO AG,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2118532 52.4394317)
node,1329906769,DB InfraGO AG,switch,,default,yes,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2134461 52.4396142)
node,1330181462,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.552014 52.459629)
node,1334995564,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4507391 52.6136371)
node,1334995565,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4499589 52.6139974)
node,1334995566,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.449311 52.6146227)
node,1335743486,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4446343 52.592425)
node,1335743494,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4445424 52.5925666)
