element,id,operator,railway,railway:local_operated,railway:switch,railway:switch:electric,railway:switch:heated,railway:switch:movable_frog,railway:switch:resetting,railway:turnout_side,ref,source,railway:switch:configuration,description,video,railway:maxspeed:diverging,railway:maxspeed:straight,railway:switch_ref,image,source:ref,fixme,railway:radius,railway:electricity,control,railway:local_operated:home_position,usage,railway:electricity:jumpering,disused,note,level,layer,crossing,tactile_paving,wheelchair,source:description,razed:railway,name,abandoned,railway:track_ref,geometry
node,30215222,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4261831 52.5120689)
node,30219398,,switch,,default,,,,,right,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5108323 52.4870169)
node,30219402,,switch,,default,,,,,right,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5165759 52.4847854)
node,30219408,,switch,,default,,,,,right,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4919517 52.4945906)
node,30219410,,switch,,double_slip,,,,,,525,,inside,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4943529 52.4935259)
node,30219412,,switch,,default,,,,,left,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4969176 52.4923838)
node,30219413,,switch,,default,,,,,left,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.499977 52.4908575)
node,30219416,,switch,,default,,,,,left,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5013867 52.4897673)
node,30219436,DB Netz AG,switch,no,default,yes,yes,no,no,right,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4870678 52.4978775)
node,30219440,,switch,,default,,,,,right,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4902211 52.4956881)
node,30219443,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4977714 52.49247)
node,30219444,,switch,,default,,,,,left,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4920161 52.4947261)
node,30219448,,switch,,default,,,,,left,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4944782 52.4932036)
node,30219475,,switch,,default,,,,,right,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5158835 52.485422)
node,30219476,,switch,,default,,,,,left,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5149123 52.485889)
node,30219481,,switch,,,,,,,,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.506572 52.4895539)
node,30219484,,switch,,default,,,,,right,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4999959 52.4924348)
node,30219486,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5092417 52.4886817)
node,30219488,,switch,,default,,,,,right,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5033987 52.4915878)
node,30219490,,switch,,default,,,,,left,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5008999 52.4921232)
node,30219493,,switch,,,,,,,,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5069059 52.4900567)
node,30219511,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5011015 52.490818)
node,30219513,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5019317 52.4908023)
node,30219516,,switch,,default,,,,,right,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,POINT (13.5025168 52.4906261)
node,30219537,,switch,,default,,,,,left,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4991457 52.4925038)
node,30219550,,switch,,default,,,,,left,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5009379 52.4916047)
node,30219555,,switch,,default,,,,,left,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5008306 52.4915658)
node,30219558,,switch,,default,,,,,left,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.501242 52.4913907)
node,30219560,,switch,,default,,,,,right,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5017682 52.4911705)
node,30220456,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3209557 52.5331028)
node,30244896,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3233287 52.6045288)
node,30249240,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3596414 52.5906454)
node,30303892,,switch,,,,,,,,274,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4025438 52.554705)
node,30303896,,switch,,,,,,,left,97,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4027233 52.5557847)
node,30303961,,switch,,,,,,,,568,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.425191 52.5525644)
node,30304943,,switch,,,,,,,,019,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.430092 52.550931)
node,30304946,,switch,,,,,,,,516,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4296468 52.5513923)
node,30304953,,switch,,,,,,,,026,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4297482 52.5542555)
node,30304956,,switch,,,,,,,,595,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4302263 52.554599)
node,30304957,,switch,,,,,,,,596,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4296011 52.5548127)
node,30305110,,switch,,,,,,,,167,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4236249 52.5392646)
node,30353011,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.366138 52.4779028)
node,30353043,,switch,no,default,yes,,,,right,,bing; survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3703683 52.4835239)
node,30353046,,switch,no,default,yes,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3679476 52.4794944)
node,30353048,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3646573 52.4738557)
node,30353053,DB Netz AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3719062 52.4860446)
node,30353055,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3711394 52.4846187)
node,30353059,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.36989 52.4842989)
node,30353464,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3641553 52.4726804)
node,30353467,,switch,,,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3626735 52.4683709)
node,30353468,,switch,,default,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.361776 52.4660545)
node,30353478,,switch,,,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3606928 52.4637977)
node,30353497,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3590776 52.4581666)
node,30560865,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4030663 52.5907999)
node,30560873,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4034986 52.5908074)
node,30624479,,switch,,,,,,,right,571,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4602779 52.5599985)
node,30624497,,switch,,,,,,,,570,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4670914 52.5566974)
node,30624514,,switch,,,,,,,right,569,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4673686 52.553708)
node,30624529,,switch,,,,,,,left,093,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4676005 52.554141)
node,30624531,,switch,,,,,,,,094,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4680504 52.5538557)
node,30625134,,switch,,,,,,,left,161,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4786498 52.5532434)
node,30625247,,switch,,,,,,,right,W15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4695757 52.5572295)
node,30684943,,switch,,,,,,,left,204,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4791043 52.5532239)
node,30688254,,switch,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5257567 52.5504295)
node,30688255,,switch,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5254342 52.5513268)
node,30688256,,switch,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5254134 52.5514333)
node,30688264,,switch,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5250549 52.5528655)
node,30688267,,switch,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5288495 52.5418867)
node,30688270,,switch,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5284776 52.5426144)
node,30688271,,switch,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5255087 52.5509231)
node,30688273,,switch,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5255811 52.5505099)
node,30688274,,switch,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5254257 52.5496083)
node,30688275,,switch,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5286137 52.5418762)
node,30688276,,switch,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5258346 52.5489639)
node,30688277,,switch,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5272062 52.5443919)
node,30688278,,switch,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5270913 52.5446244)
node,30688279,,switch,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5267627 52.5450692)
node,30688280,,switch,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5264759 52.5454406)
node,30688285,,switch,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5249997 52.5497956)
node,30689962,,switch,,,,,,,right,712,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4944685 52.5728682)
node,30690331,,switch,,,,,,,left,176,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5048034 52.5631182)
node,30690381,,switch,,,,,,,right,678,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4943845 52.5729781)
node,30690472,,switch,,,,,,,right,212,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4953279 52.5719655)
node,30690675,,switch,,,,,,,left,178,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.495386 52.5730785)
node,30690701,,switch,,,,,,,right,677,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5049605 52.5635502)
node,30692595,,switch,yes,default,no,,no,no,left,672,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5096551 52.5506196)
node,30694320,,switch,,,,,,,right,651,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5581276 52.5476141)
node,30694324,,switch,,,,,,,left,164,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5585777 52.5481433)
node,30694341,,switch,,,,,,,right,148,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5646528 52.5442874)
node,30694343,,switch,,,,,,,,650,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5652459 52.5446352)
node,30694363,,switch,,,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5673235 52.5599418)
node,30694382,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5748198 52.5717387)
node,30694384,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5748857 52.5730798)
node,30694390,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5739959 52.5728147)
node,30694401,,switch,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5837658 52.5485718)
node,30694409,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5827083 52.5473936)
node,30694410,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5829336 52.5470795)
node,30694415,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5776235 52.5457341)
node,30694416,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5829158 52.5468718)
node,30694421,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.577486 52.5459225)
node,30694422,,switch,,,,,,,right,,,,,,,,,,,,,joint,,,,,,,,,,,,,,,,,POINT (13.577465 52.5459555)
node,30694423,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5770775 52.5465089)
node,30694428,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.581667 52.5476006)
node,30694429,,switch,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5818684 52.5476586)
node,30694433,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5828277 52.5470387)
node,30694438,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5816066 52.5474969)
node,30694441,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5815366 52.5469093)
node,30694444,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5787423 52.5463064)
node,30694447,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5781489 52.5457183)
node,30694460,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5778778 52.5456627)
node,30694463,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5819566 52.5467473)
node,30694465,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5813728 52.5469547)
node,30694468,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5788777 52.5460265)
node,30694472,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5773073 52.5461816)
node,30694473,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5771955 52.5463505)
node,30694476,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5814926 52.5474947)
node,30694479,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5817995 52.5476373)
node,30694482,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.581288 52.5475024)
node,30694488,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5808749 52.5475878)
node,30694490,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5804457 52.5476076)
node,30694955,,switch,,,,,,,left,682,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.519558 52.5263165)
node,30694973,,switch,,,,,,,,670,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5085107 52.5482414)
node,30694979,,switch,,,,,,,,169,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5080058 52.5485457)
node,30694987,,switch,,,,,,,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5022812 52.5489254)
node,30695380,,switch,,,,,,,,80,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4802559 52.5267186)
node,30731490,,switch,,,,,,,left,654,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4153112 52.5272147)
node,30731492,,switch,,,,,,,left,015,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4025994 52.5234885)
node,30731499,,switch,,default,,,,,right,191,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4088838 52.5220614)
node,30731520,,switch,yes,default,yes,,no,no,left,117,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4011325 52.5222112)
node,30731698,,switch,,,,,,,left,018,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3871789 52.5265659)
node,30733508,,switch,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4337133 52.5594264)
node,30733540,,switch,,,,,,,,412,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4374667 52.5722513)
node,30734395,,switch,,,,,,,,615,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4411012 52.5323462)
node,30734407,,switch,,,,,,,,118,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.44306 52.5335007)
node,30734413,,switch,,,,,,,,618,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4419942 52.5324497)
node,30734441,,switch,,,,,,,,511,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4526745 52.5186472)
node,30734449,,switch,,,,,,,,013,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4527534 52.5182167)
node,30734479,,switch,,,,,,,,510,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4533756 52.5189247)
node,30734501,,switch,,,,,,,,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4535752 52.5144046)
node,30734511,,switch,,,,,,,,006,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4517964 52.5104588)
node,30739620,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3784207 52.4181183)
node,30739622,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3774275 52.4206005)
node,30740203,,switch,,default,yes,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3669619 52.4370564)
node,30740222,,switch,,default,yes,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3608714 52.4483583)
node,31076520,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5550963 52.4165581)
node,31390850,,switch,,default,,,,,right,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4463732 52.4697776)
node,31390996,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4191071 52.4532284)
node,33208789,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1777889 52.5370826)
node,33208812,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1812859 52.535428)
node,33211763,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1497805 52.5371515)
node,33466857,,switch,,double_slip,,,,,,,,inside,,,,,,,,,190,,,,,,,,,,,,,,,,,,POINT (13.2161785 52.529892)
node,34658627,,switch,,default,yes,,,,right,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3763971 52.4213011)
node,34658630,,switch,,default,yes,,,,right,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.375978 52.4221761)
node,34663485,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3576097 52.4627277)
node,34663488,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3578659 52.4629418)
node,35110912,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4428631 52.4358765)
node,35110925,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4434685 52.4354486)
node,35110932,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4437717 52.4352264)
node,35110933,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4441564 52.4349675)
node,38411128,,switch,,double_slip,,,,,,,,inside,,,,,,,,,190,,,,,,,,,,,,,,,,,,POINT (13.2162736 52.5317209)
node,38428855,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4183597 52.453852)
node,50861387,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3509588 52.553686)
node,50862033,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3508064 52.5531539)
node,50862341,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3508803 52.5533377)
node,50862343,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3508014 52.5534834)
node,50863554,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3508738 52.5536217)
node,50863785,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3508451 52.5535632)
node,50865712,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3509275 52.5529989)
node,50890739,Berliner Verkehrsbetriebe,switch,,,,,,,right,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5703955 52.5116534)
node,51398022,,switch,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4798046 52.5264305)
node,51402884,,switch,,,,,,,,9,,,,,,,,,,,,,manual,,,,,,,,,,,,,,,,POINT (13.3778688 52.4982014)
node,51403194,,switch,,,,,,,,12,,,,,,,,,,,,,manual,,,,,,,,,,,,,,,,POINT (13.3755162 52.4962298)
node,51403386,,switch,,,,,,,,11,,,,,,,,,,,,,manual,,,,,,,,,,,,,,,,POINT (13.376127 52.4968802)
node,51403706,,switch,,,,,,,,10,,,,,,,,,,,,,manual,,,,,,,,,,,,,,,,POINT (13.3767823 52.4974821)
node,51405162,,switch,,,,,,,,8,,,,,,,,,,,,,manual,,,,,,,,,,,,,,,,POINT (13.3783634 52.4984789)
node,51405841,,switch,,,,,,,,,,,,,,,,,,,,,manual,,,,,,,,,,,,,,,,POINT (13.3768248 52.4954078)
node,51405877,,switch,yes,default,no,,no,no,,7,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,POINT (13.3773843 52.4972878)
node,51406343,,switch,yes,,no,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3750704 52.4921572)
node,51406350,,switch,yes,default,no,,no,no,left,2,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,POINT (13.3733913 52.488603)
node,51564224,,switch,,,,,,,left,W48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4694998 52.5596486)
node,51564228,,switch,,,,,,,,W6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4689881 52.557411)
node,51565788,,switch,,,,,,,left,W8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4690739 52.5575903)
node,51566614,,switch,,,,,,,right,W43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4702889 52.5596333)
node,51566850,,switch,,,,,,,left,W29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4702736 52.5581542)
node,51567354,,switch,,,,,,,right,W45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4699851 52.5596383)
node,51567356,,switch,,,,,,,right,W39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4702825 52.5593968)
node,51567361,,switch,,,,,,,right,W28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4701438 52.5580548)
node,51567445,,switch,,,,,,,left,W40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.470454 52.5594248)
node,51567447,,switch,,,,,,,right,W44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4701347 52.5596355)
node,52153639,,switch,yes,default,no,,no,no,left,613,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4103898 52.5228663)
node,52684989,,switch,,,,,,,left,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6302529 52.5389706)
node,52684997,,switch,,,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6202237 52.5391468)
node,53275192,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4998805 52.5191895)
node,53275193,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5009717 52.5190251)
node,53275362,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5004417 52.5188916)
node,53275363,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5001102 52.5189459)
node,53275691,,switch,,,,,,,,,,,,,,,,,,ref,,,,,,,,,,,,,,,,,,,POINT (13.499829 52.5189535)
node,53275836,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5002229 52.5189421)
node,53275980,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5046248 52.5204678)
node,53275983,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.500384 52.5210511)
node,53275984,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4999486 52.5211243)
node,53276158,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5027413 52.5215703)
node,53276159,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5023015 52.5214752)
node,53276179,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5047546 52.5194664)
node,53276183,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5016126 52.5191376)
node,53276205,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.500244 52.5212816)
node,53276278,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5000473 52.5211245)
node,53276748,,switch,,,,,,,left,W47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.469622 52.5596456)
node,55033587,,switch,,,,,,,left,623,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5189876 52.5259987)
