element,id,operator,railway,railway:signal:combined,railway:signal:direction,railway:signal:position,ref,description,note,geometry
node,11576962924,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4662242 52.5233944)
node,11576962925,DB InfraGO AG,signal,DE-ESO:ks,backward,bridge,6039,Unknown,Unknown,POINT (13.4725965 52.5179908)
node,11576962926,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.466631 52.5233893)
node,11576962929,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6044,Unknown,Unknown,POINT (13.4704739 52.5212629)
node,11576962930,DB InfraGO AG,signal,,forward,left,,Unknown,Unknown,POINT (13.4914384 52.4662866)
node,11582988100,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.41137 52.5218076)
node,11582988101,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4114092 52.5218295)
node,11582988106,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4162999 52.5234301)
node,11582988107,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4155852 52.5228507)
node,11582988108,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4106778 52.5214115)
node,11582988109,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4107278 52.5214284)
node,11582988110,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4155418 52.5228723)
node,11582988111,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4163761 52.5235431)
node,11582988112,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4149893 52.5223701)
node,11582988113,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4142957 52.5218751)
node,11582988114,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4143377 52.5218584)
node,11590214694,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.6302694 52.5140186)
node,11590214695,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.6302802 52.513978)
node,11590214711,DB InfraGO AG,signal,,forward,right,1233,Unknown,Unknown,POINT (13.6125966 52.5122667)
node,11590214715,DB InfraGO AG,signal,,forward,right,78 N23,Unknown,Unknown,POINT (13.6128221 52.5121724)
node,11590214735,DB InfraGO AG,signal,DE-ESO:ks,forward,right,1193,Unknown,"Zs 2 ""K"" für Fahrten Richtung Kaulsdorf, Zs ""S"" für Fahrten Richtung Springpfuhl",POINT (13.5210019 52.5140349)
node,11611601285,DB InfraGO AG,signal,,forward,left,,Unknown,Unknown,POINT (13.5553929 52.5131228)
node,11611601288,DB InfraGO AG,signal,DE-ESO:ks,forward,right,,Unknown,Unknown,POINT (13.5945722 52.5118761)
node,11611601294,DB InfraGO AG,signal,DE-ESO:ks,backward,left,,Unknown,Unknown,POINT (13.6024103 52.511769)
node,11611601295,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.5814931 52.512279)
node,11611601297,DB InfraGO AG,signal,,backward,left,78 P5,Unknown,Unknown,POINT (13.5825931 52.512124)
node,11611601298,DB InfraGO AG,signal,,backward,left,78 P3,Unknown,Unknown,POINT (13.5832282 52.5121857)
node,11611601301,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5891827 52.5121778)
node,11611601308,DB InfraGO AG,signal,DE-ESO:ks,backward,left,1220,Unknown,Unknown,POINT (13.5874181 52.5121321)
node,11617103220,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5628865 52.568373)
node,11617103221,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5540922 52.5581489)
node,11617103222,DB InfraGO AG,signal,DE-ESO:ks,forward,right,,Unknown,Unknown,POINT (13.5511786 52.5547729)
node,11617103223,DB InfraGO AG,signal,,forward,bridge,,Unknown,Unknown,POINT (13.5488741 52.5524598)
node,11617103228,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5359239 52.536484)
node,11617103231,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5356766 52.5358945)
node,11617103232,DB InfraGO AG,signal,,backward,right,,Vorsignalbake mit einem Streifen,Unknown,POINT (13.5356954 52.5359394)
node,11617103234,,signal,DE-ESO:ks,backward,right,1014,Unknown,Unknown,POINT (13.5354537 52.5312458)
node,11618794213,DB InfraGO AG,signal,DE-ESO:ks,forward,right,877,Unknown,Unknown,POINT (13.2825736 52.5054587)
node,11628657089,DB InfraGO AG,signal,DE-ESO:ks,forward,right,495,Unknown,Unknown,POINT (13.3879662 52.5488893)
node,11628657095,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.38737 52.5488207)
node,11632616902,DB InfraGO AG,signal,DE-ESO:ks,backward,bridge,1480,Unknown,Unknown,POINT (13.5625959 52.4648408)
node,11639199865,DB InfraGO AG,signal,DE-ESO:ks,forward,right,509,Unknown,Unknown,POINT (13.3990333 52.5494003)
node,11639199866,DB InfraGO AG,signal,DE-ESO:ks,backward,right,,Unknown,Unknown,POINT (13.3992987 52.5494012)
node,11639199867,DB InfraGO AG,signal,DE-ESO:ks,forward,right,510,Unknown,Unknown,POINT (13.3993204 52.5494351)
node,11639199868,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3994577 52.5494354)
node,11639232370,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4015744 52.5494485)
node,11639232372,DB InfraGO AG,signal,DE-ESO:ks,forward,left,519,Unknown,Unknown,POINT (13.4143261 52.5493888)
node,11639232373,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4143866 52.5493835)
node,11639232379,DB InfraGO AG,signal,DE-ESO:ks,forward,right,513,Unknown,Unknown,POINT (13.4080202 52.5497202)
node,11639232380,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4088183 52.5497038)
node,11639232386,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4076968 52.549747)
node,11639232387,DB InfraGO AG,signal,DE-ESO:ks,forward,right,4402,Unknown,Unknown,POINT (13.4060151 52.5495686)
node,11639232393,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3795075 52.5406341)
node,11639232394,DB InfraGO AG,signal,DE-ESO:ks,forward,right,475,Unknown,Unknown,POINT (13.3796939 52.5398323)
node,11639232396,DB InfraGO AG,signal,DE-ESO:ks,forward,right,484,Unknown,Unknown,POINT (13.3800681 52.5456945)
node,11639232397,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3799549 52.5455909)
node,11639232398,DB InfraGO AG,signal,DE-ESO:ks,backward,right,,Unknown,Unknown,POINT (13.3828106 52.5476962)
node,11639232399,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3806743 52.5461103)
node,11639232400,DB InfraGO AG,signal,DE-ESO:ks,forward,right,474,Unknown,Unknown,POINT (13.3801849 52.5379818)
node,11639232403,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.379507 52.5406362)
node,11639232404,DB InfraGO AG,signal,DE-ESO:ks,forward,right,476,Unknown,Unknown,POINT (13.3791709 52.5418475)
node,11639232406,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3801261 52.5456233)
node,11639232408,DB InfraGO AG,signal,DE-ESO:ks,forward,right,488,Unknown,Unknown,POINT (13.3828475 52.5477171)
node,11639232411,DB InfraGO AG,signal,DE-ESO:ks,forward,left,490,Unknown,Unknown,POINT (13.3851228 52.5486575)
node,11642338281,DB InfraGO AG,signal,DE-ESO:ks,forward,left,961,Unknown,Unknown,POINT (13.345442 52.5363513)
node,11642338282,DB InfraGO AG,signal,DE-ESO:ks,backward,left,959,Unknown,Unknown,POINT (13.3387801 52.5356215)
node,11642338283,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3389432 52.5355143)
node,11642338286,DB InfraGO AG,signal,DE-ESO:ks,forward,right,939,Unknown,Unknown,POINT (13.3206267 52.5331509)
node,11642338287,DB InfraGO AG,signal,DE-ESO:ks,backward,bridge,935,Unknown,Unknown,POINT (13.3143152 52.5323318)
node,11642338288,DB InfraGO AG,signal,DE-ESO:ks,forward,bridge,937,Unknown,Unknown,POINT (13.3143291 52.5322977)
node,11642338291,DB InfraGO AG,signal,DE-ESO:ks,forward,right,931,Unknown,Unknown,POINT (13.30793 52.5314371)
node,11642338292,DB InfraGO AG,signal,DE-ESO:ks,forward,right,929,Unknown,Unknown,POINT (13.3037661 52.530907)
node,11642338293,DB InfraGO AG,signal,DE-ESO:ks,forward,left,925,Unknown,"Untypisch, aber dieses Signal hat kein Ersatzsignal",POINT (13.3005715 52.5305115)
node,11642338294,DB InfraGO AG,signal,DE-ESO:ks,forward,left,918,Unknown,Unknown,POINT (13.2981943 52.5303106)
node,11642338295,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2988347 52.5304055)
node,11642338296,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2983159 52.5303295)
node,11642338298,DB InfraGO AG,signal,DE-ESO:ks,forward,right,922,Unknown,Unknown,POINT (13.3006742 52.5306555)
node,11642338299,,signal,DE-ESO:ks,forward,right,924,Unknown,Unknown,POINT (13.3023584 52.5308395)
node,11642338300,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3076165 52.5313951)
node,11642338301,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3081925 52.5315079)
node,11642338302,DB InfraGO AG,signal,DE-ESO:ks,forward,right,928,Unknown,Unknown,POINT (13.3081833 52.5315067)
node,11642338303,DB InfraGO AG,signal,DE-ESO:ks,forward,right,930,Unknown,Unknown,POINT (13.3143793 52.5323405)
node,11642338304,DB InfraGO AG,signal,DE-ESO:ks,forward,right,938,Unknown,Unknown,POINT (13.3206936 52.5331943)
node,11642338305,DB InfraGO AG,signal,DE-ESO:ks,forward,right,940,Unknown,Unknown,POINT (13.3248219 52.5337477)
node,11642338307,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3280625 52.534259)
node,11642338308,DB InfraGO AG,signal,DE-ESO:ks,forward,right,941,Unknown,Unknown,POINT (13.3258695 52.5338594)
node,11642338311,DB InfraGO AG,signal,DE-ESO:ks,forward,right,958,Unknown,Unknown,POINT (13.3454683 52.5364867)
node,11642338314,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3664707 52.5426102)
node,11642338315,DB InfraGO AG,signal,DE-ESO:ks,forward,right,972,Unknown,Unknown,POINT (13.3663344 52.5425499)
node,11642338319,DB InfraGO AG,signal,DE-ESO:ks,forward,right,4417,Unknown,Unknown,POINT (13.3978443 52.5579479)
node,11642338322,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3982819 52.5554939)
node,11642338323,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3798066 52.5452521)
node,11697627381,DB InfraGO AG,signal,DE-ESO:ks,forward,right,71 2563,Unknown,Unknown,POINT (13.3213906 52.4547621)
node,11724921967,,signal,,,,,Unknown,Unknown,POINT (13.4015705 52.3781881)
node,11750754715,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3092537 52.5055631)
node,11754154776,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2999312 52.5304254)
node,11754154777,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.30019 52.5304604)
node,11754154778,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3004442 52.5304951)
node,11754154779,DB InfraGO AG,signal,DE-ESO:ks,forward,right,921,Unknown,Unknown,POINT (13.296427 52.529925)
node,11754154780,DB InfraGO AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.2853835 52.5285875)
node,11754154782,DB InfraGO AG,signal,DE-ESO:ks,forward,right,900,Unknown,Unknown,POINT (13.2838094 52.5200562)
node,11754154783,DB InfraGO AG,signal,DE-ESO:ks,forward,right,901,Unknown,Unknown,POINT (13.283039 52.5235577)
node,11754154784,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2835561 52.52136)
node,11754154786,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.2839669 52.5199158)
node,11754154792,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.2837071 52.5208018)
node,11754154793,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2837867 52.5079583)
node,11754154794,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2839054 52.5081233)
node,11754154797,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2834592 52.5227128)
node,11754154798,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2835324 52.5227184)
node,11754154799,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2836033 52.5227481)
node,11756896335,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.2996564 52.4891502)
node,11756896336,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2895864 52.4967861)
node,11758722626,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.2967706 52.4911105)
node,11758722627,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3013763 52.4876844)
node,11758722628,DB InfraGO AG,signal,,backward,right,,Vorsignalbake Ne 3 mit 1 Streifen in Normalgröße,Unknown,POINT (13.3023128 52.4869926)
node,11758722629,DB InfraGO AG,signal,,backward,right,,Vorsignalbake Ne 3 mit 2 Streifen in Normalgröße,Unknown,POINT (13.3030148 52.4864711)
node,11758722630,DB InfraGO AG,signal,,backward,right,,Vorsignalbake Ne 3 mit 3 Streifen in Normalgröße,Unknown,POINT (13.3037168 52.4859494)
node,11758722635,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3066257 52.4838434)
node,11758722636,DB InfraGO AG,signal,,backward,right,,Vorsignalbake Ne 3 mit 1 Streifen in Normalgröße,Unknown,POINT (13.3066194 52.4836727)
node,11758722637,DB InfraGO AG,signal,,backward,right,,Vorsignalbake Ne 3 mit 2 Streifen in Normalgröße,Unknown,POINT (13.3073165 52.4831547)
node,11758722638,DB InfraGO AG,signal,,forward,right,,Vorsignalbake Ne 3 mit 2 Streifen in Zwerggröße,Unknown,POINT (13.3073683 52.4831663)
node,11758722639,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3078411 52.4828851)
node,11758722642,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3115423 52.480308)
node,11758722643,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.311799 52.4801339)
node,11758722645,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3133043 52.4792377)
node,11758722653,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3282704 52.4776946)
node,11758722654,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3254122 52.4776182)
node,11758722655,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3257842 52.4776287)
node,11758722658,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3253047 52.4776593)
node,11758722663,DB InfraGO AG,signal,DE-ESO:ks,forward,right,832,Unknown,Unknown,POINT (13.3208727 52.4776375)
node,11758722666,DB InfraGO AG,signal,DE-ESO:ks,backward,left,834,Unknown,Unknown,POINT (13.3200632 52.4776908)
node,11758738572,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3124611 52.4795558)
node,11758738573,DB InfraGO AG,signal,DE-ESO:ks,forward,right,846,Unknown,Unknown,POINT (13.3073272 52.4832666)
node,11758817614,,signal,,forward,right,,Unknown,Unknown,POINT (13.4945434 52.4939173)
node,11758817615,,signal,,forward,right,,Unknown,Unknown,POINT (13.4949679 52.4936259)
node,11758817616,,signal,,backward,left,,Unknown,Unknown,POINT (13.4950123 52.4936597)
node,11758817617,,signal,,backward,left,,Unknown,Unknown,POINT (13.493369 52.4940556)
node,11758817618,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4912794 52.4948885)
node,11758820804,,signal,,backward,left,,Unknown,Unknown,POINT (13.511765 52.4867221)
node,11758820805,,signal,,backward,left,,Unknown,Unknown,POINT (13.5110819 52.4870112)
node,11758820806,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.5506883 52.470039)
node,11758820807,,signal,,forward,bridge,,Unknown,Unknown,POINT (13.5506585 52.4700068)
node,11758820808,,signal,DE-ESO:ks,backward,bridge,0906,Unknown,Unknown,POINT (13.5506902 52.4699921)
node,11758820809,,signal,DE-ESO:ks,forward,right,0908,Unknown,Unknown,POINT (13.5507271 52.4700214)
node,11758820810,,signal,,backward,left,,Unknown,Unknown,POINT (13.5606764 52.4655211)
node,11758820813,,signal,DE-ESO:ks,backward,bridge,,Unknown,Unknown,POINT (13.5640558 52.4641472)
node,11758820814,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.5640519 52.4640983)
node,11758820815,,signal,,forward,right,,Unknown,Unknown,POINT (13.5644959 52.4639533)
node,11758820827,,signal,,forward,right,,Unknown,Unknown,POINT (13.5614411 52.4350113)
node,11758820828,,signal,,backward,left,,Unknown,Unknown,POINT (13.5623591 52.4292516)
node,11758820829,,signal,,forward,right,,Unknown,Unknown,POINT (13.5623478 52.4292381)
node,11758820830,,signal,,backward,left,,Unknown,Unknown,POINT (13.5508627 52.4285194)
node,11762493055,DB InfraGO AG,signal,DE-ESO:ks,forward,bridge,6021,Unknown,Unknown,POINT (13.4505066 52.5336338)
node,11762493063,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4384372 52.5403213)
node,11762493064,DB InfraGO AG,signal,,forward,right,43 P5,Unknown,Unknown,POINT (13.4383397 52.5402641)
node,11762493065,DB InfraGO AG,signal,,backward,left,43 P4,Unknown,Unknown,POINT (13.4383804 52.5402964)
node,11762493066,DB InfraGO AG,signal,,forward,right,43 P3,Unknown,Unknown,POINT (13.4384217 52.5403284)
node,11762517380,DB InfraGO AG,signal,,forward,left,,Unknown,Hängt unter dem Bahnsteigdach,POINT (13.4398295 52.539783)
node,11762517381,DB InfraGO AG,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4391818 52.5400284)
node,11762517382,DB InfraGO AG,signal,,forward,right,21L 511X,Unknown,Unknown,POINT (13.4394918 52.5399384)
node,11762517386,DB InfraGO AG,signal,DE-ESO:ks,forward,left,6011,Unknown,Unknown,POINT (13.4403913 52.5395236)
node,11762517408,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4380569 52.5407025)
node,11762517410,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6012,Unknown,Unknown,POINT (13.4377015 52.5408347)
node,11762517416,DB InfraGO AG,signal,,backward,left,6010,Unknown,Unknown,POINT (13.4377208 52.5407569)
node,11762517423,DB InfraGO AG,signal,,forward,right,,Vorsignalbake Ne 3 mit 3 Streifen in Zwerggröße,Unknown,POINT (13.434075 52.5420934)
node,11762517424,DB InfraGO AG,signal,,backward,left,,Vorsignalbake Ne 3 mit 3 Streifen in Zwerggröße,Unknown,POINT (13.4339673 52.5420917)
node,11762517425,DB InfraGO AG,signal,,backward,left,,Vorsignalbake Ne 3 mit 2 Streifen in Zwerggröße,Unknown,POINT (13.4330781 52.5424096)
node,11762517428,DB InfraGO AG,signal,,backward,right,,Vorsignalbake Ne 3 mit 3 Streifen in Normalgröße,Unknown,POINT (13.433697 52.5422822)
node,11765212014,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3901723 52.5487581)
node,11767616761,DB InfraGO AG,signal,DE-ESO:ks,forward,right,975,Unknown,Unknown,POINT (13.3644725 52.5416007)
node,11767616765,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4543392 52.530025)
node,11767616766,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4552215 52.5291709)
node,11800451014,,signal,,backward,left,,Unknown,Das El6 (ohne Pfeil!) ist auf der Weichenlaterne der benachbarten Weiche montiert und somit drehbar. Nur in abzweigender Stellung ist das Signal vom Lokführer zu sehen. Ich habe es sinngemäß immer sichtbar mit Pfeil nach rechts gemappt.,POINT (13.4994276 52.5117791)
node,11800451022,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4928431 52.5090246)
