element,id,operator,railway,railway:signal:combined,railway:signal:direction,railway:signal:position,ref,description,note,geometry
node,9368525416,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4369516 52.5097642)
node,9368542171,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4392385 52.5083883)
node,9368542172,DB Netz AG,signal,,forward,right,,Unknown,Allein stehender Richtungsvoranzeiger Zs 2v,POINT (13.4399517 52.5080636)
node,9368542173,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4399629 52.5080605)
node,9368542201,DB Netz AG,signal,DE-ESO:ks,forward,right,1419,Unknown,Unknown,POINT (13.456078 52.5053179)
node,9371023046,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.453596 52.5055179)
node,9371023055,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4429952 52.5074931)
node,9371023056,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4840827 52.4990845)
node,9371023057,DB Netz AG,signal,,backward,left,,Vorsignalbake mit einem Streifen,Unknown,POINT (13.4852407 52.4985399)
node,9371023058,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4853007 52.4985032)
node,9371023059,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.485704 52.498354)
node,9371023060,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4875913 52.4967939)
node,9371023061,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4920528 52.4950236)
node,9371023062,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4926546 52.4947095)
node,9371023063,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4922316 52.4947904)
node,9371023065,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4926078 52.4946789)
node,9371023069,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4925623 52.4944651)
node,9371023070,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4921739 52.494691)
node,9371023071,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4920468 52.4948003)
node,9371023072,DB InfraGO AG,signal,DE-ESO:ks,backward,left,,Unknown,Unknown,POINT (13.4908076 52.4954275)
node,9371023073,DB InfraGO AG,signal,DE-ESO:ks,backward,left,05 P516,Unknown,Unknown,POINT (13.491169 52.4951915)
node,9371023076,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4840764 52.4990869)
node,9371045940,DB Netz AG,signal,DE-ESO:ks,forward,bridge,1409,Unknown,Unknown,POINT (13.4458357 52.5071569)
node,9371045941,DB Netz AG,signal,DE-ESO:ks,forward,bridge,1109,Unknown,Unknown,POINT (13.4458524 52.5071912)
node,9373550856,,signal,,forward,right,,Unknown,Unknown,POINT (13.2647694 52.4892293)
node,9373550871,DB Netz AG,signal,,backward,left,3024,Unknown,Unknown,POINT (13.2618449 52.4888606)
node,9373550872,DB Netz AG,signal,DE-ESO:ks,backward,right,3026,Unknown,Eventuell kann das Zs 3 auch noch dunkel geschaltet sein,POINT (13.2619565 52.4887826)
node,9373550873,DB Netz AG,signal,DE-ESO:ks,forward,right,3028,Unknown,Unknown,POINT (13.2619695 52.4887275)
node,9373550874,DB Netz AG,signal,DE-ESO:ks,forward,left,3030,Unknown,Unknown,POINT (13.2621414 52.4886367)
node,9374063061,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.3976927 52.5578512)
node,9374063062,DB Netz AG,signal,,backward,overhead,,Unknown,Unknown,POINT (13.3976209 52.5578464)
node,9378870389,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5376306 52.4975891)
node,9382753569,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3959985 52.549695)
node,9382753570,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3960216 52.5496583)
node,9382753571,DB Netz AG,signal,DE-ESO:ks,forward,right,4016,Unknown,Unknown,POINT (13.3964733 52.5501882)
node,9382753572,DB Netz AG,signal,DE-ESO:ks,forward,right,4020,Unknown,Unknown,POINT (13.3977494 52.5512589)
node,9382753573,DB Netz AG,signal,DE-ESO:ks,forward,right,4014,Unknown,Unknown,POINT (13.3950643 52.549566)
node,9382753574,DB Netz AG,signal,DE-ESO:ks,forward,right,4010,Unknown,Unknown,POINT (13.3949478 52.5496585)
node,9382753575,DB Netz AG,signal,,forward,right,68,Unknown,Unknown,POINT (13.4960073 52.5107537)
node,9384417529,DB Netz AG,signal,DE-ESO:ks,forward,right,41 ZU205,Unknown,Unknown,POINT (13.3979827 52.5501727)
node,9384417530,DB Netz AG,signal,DE-ESO:ks,forward,right,493,Unknown,Unknown,POINT (13.3864304 52.5486779)
node,9384417531,DB Netz AG,signal,DE-ESO:ks,forward,right,491,Unknown,Unknown,POINT (13.3843551 52.5482277)
node,9384417532,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3831359 52.547771)
node,9386605421,DB Netz AG,signal,,backward,right,,Unknown,Beginn ZBS,POINT (13.4679052 52.4998327)
node,9386605422,DB Netz AG,signal,,forward,right,,Unknown,Beginn ZBS,POINT (13.4679605 52.4998315)
node,9499061530,DB InfraGO AG,signal,DE-ESO:ks,backward,left,46 ZU239,"Zs7 ; Zs3v 6,8 ; Zs2v mit Richtungsanzeiger M,N,W",Unknown,POINT (13.3933236 52.5647389)
node,9499061531,,signal,DE-ESO:ks,backward,left,41N137,Unknown,Unknown,POINT (13.3921535 52.5488041)
node,9499061535,,signal,,forward,,46L249X,Unknown,Unknown,POINT (13.3795902 52.5725183)
node,9511992364,DB Netz,signal,,forward,right,,Unknown,"Kann Zs 3v ""6"" zeigen",POINT (13.3679028 52.5271539)
node,9511992365,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3624298 52.5327222)
node,9535811162,DB Netz AG,signal,,backward,left,,"Geschwindigkeitssignal (Lf 7 ""9"") in nordwestlicher Richtung",Unknown,POINT (13.3619621 52.5329872)
node,9535811164,DB Netz,signal,,backward,left,,Unknown,Unknown,POINT (13.3644195 52.5306891)
node,9535811165,DB Netz,signal,,forward,right,,"Geschwindigkeitssignal (Lf 7 ""9"") in nordwestlicher Richtung",Unknown,POINT (13.3653207 52.5301246)
node,9535811166,DB Netz,signal,,backward,left,,Unknown,Unknown,POINT (13.3651553 52.5301067)
node,9535811167,DB Netz,signal,,forward,right,,Unknown,Unknown,POINT (13.3655924 52.5297669)
node,9680111201,,signal,,forward,right,2087,Unknown,"Das Signal hat 3 Optiken wie ein Mehrabschnittssignal, aber das Mastschild weisst es eindeutig als Hauptsignal aus. Bis 2024 war es wohl ein Mehrabschnittssignal.",POINT (13.3967677 52.3862589)
node,9710028177,DB InfraGO AG,signal,DE-ESO:ks,backward,bridge,6022,Unknown,Unknown,POINT (13.4505383 52.5336019)
node,9732102535,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4585959 52.5046749)
node,9747521501,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.2825596 52.4997234)
node,9747521502,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2818387 52.4975251)
node,9747521511,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.2788764 52.4959451)
node,9747521513,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2620481 52.488588)
node,9765617949,,signal,,forward,right,61 09,Unknown,Unknown,POINT (13.7000472 52.4504325)
node,9765617950,,signal,DE-ESO:ks,forward,right,61 08,Unknown,Unknown,POINT (13.689975 52.4514942)
node,9765617951,,signal,DE-ESO:ks,backward,right,61 58,Unknown,Unknown,POINT (13.6899648 52.4514572)
node,9765617956,,signal,DE-ESO:ks,backward,bridge,61 57,Unknown,Unknown,POINT (13.6787036 52.4526557)
node,9765617957,,signal,DE-ESO:ks,forward,bridge,61 07,Unknown,Unknown,POINT (13.6786999 52.4526157)
node,9765617960,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.6574657 52.4548043)
node,9765617961,,signal,DE-ESO:ks,forward,bridge,6105,Unknown,Unknown,POINT (13.6574524 52.4547696)
node,9765617962,,signal,,forward,right,,Unknown,Unknown,POINT (13.7241378 52.4369286)
node,9765617963,,signal,DE-ESO:ks,forward,right,6212,Unknown,Unknown,POINT (13.7230898 52.4376606)
node,9765629587,,signal,DE-ESO:ks,backward,bridge,62 AA,Unknown,Unknown,POINT (13.7311937 52.4340808)
node,9765629588,,signal,DE-ESO:ks,forward,bridge,62 A,Unknown,Unknown,POINT (13.7311764 52.4340479)
node,9765629597,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.7202709 52.4404881)
node,9765629598,,signal,DE-ESO:ks,forward,bridge,62 11,Unknown,Unknown,POINT (13.7202163 52.4404735)
node,9796784051,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6091,Unknown,Unknown,POINT (13.4588542 52.4878775)
node,9802556617,,signal,,forward,right,,Unknown,Unknown,POINT (13.3089877 52.4106765)
node,9802628190,,signal,DE-ESO:ks,forward,right,2243,Unknown,Unknown,POINT (13.3109867 52.4145722)
node,9893386503,,signal,,forward,right,,Unknown,Unknown,POINT (13.5629054 52.4565206)
node,9921606966,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4705109 52.5212078)
node,9921607001,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4773791 52.5077797)
node,10202060563,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4615391 52.5031795)
node,10210547238,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4247299 52.545395)
node,10210559230,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4251136 52.5452167)
node,10210559231,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4252311 52.5451662)
node,10210559232,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4250793 52.5451267)
node,10210559233,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4246898 52.5453381)
node,10219642179,DB InfraGO AG,signal,,backward,right,,Ks-Vorsignal mit einem Zusatzanzeiger in Richtung Charlottenburg,Unknown,POINT (13.1538509 52.4090132)
node,10219642180,DB Netz,signal,,forward,right,,Ks-Vorsignal mit Geschwindigkeitsvoranzeiger (zs 3v) in Richtung Wiesenburg,Unknown,POINT (13.1522836 52.4075813)
node,10220183709,DB Netz,signal,,backward,left,23 N337,Ks-Hauptsignal mit Geschwindigkeitsanzeiger (zs 3) und einem weiteren Zusatzanzeiger in Richtung Wiesenburg,Unknown,POINT (13.1783614 52.4201717)
node,10220183710,DB InfraGO AG,signal,,backward,left,,Geschwindigkeitsvoranzeiger (lf6 ='9') in Richtung Charlottenburg,Unknown,POINT (13.1777808 52.420044)
node,10220183711,DB InfraGO AG,signal,,forward,right,,Geschwindigkeitsvoranzeiger (lf6 ='9') in Richtung Charlottenburg,Unknown,POINT (13.1778686 52.4199776)
node,10220183712,DB InfraGO AG,signal,,backward,left,,Ks-Vorsignal mit zwei Zusatzanzeigern in Richtung Charlottenburg,Unknown,POINT (13.1721893 52.4172271)
node,10220183713,DB InfraGO AG,signal,,backward,right,23 FF,Ks-Hauptsignal mit Geschwindigkeitsanzeiger (zs 3) in Richtung Charlottenburg,Unknown,POINT (13.1652968 52.4143167)
node,10220183714,DB InfraGO AG,signal,,backward,right,,Ks-Vorsignalwiederholer mit einem Zusatzanzeiger in Richtung Charlottenburg,Unknown,POINT (13.1634942 52.4138133)
node,10220252124,DB InfraGO AG,signal,,backward,left,23 N338,Ks-Hauptsignal mit Geschwindigkeitsanzeiger (zs 3) und einem weiteren Zusatzanzeiger in Richtung Wiesenburg,"Zeigt Zs 3 ""5"" für Ausfahrt ins Regelgleis Richtung Griebnitzsee",POINT (13.1793648 52.4206389)
node,10220552211,DB Netz AG,signal,,backward,bridge,D1,Unknown,Unknown,POINT (13.2563979 52.48464)
node,10220552212,DB Netz AG,signal,,forward,right,C1,Unknown,"Zeigt Zs 2 ""R"" mit Zs 3 ""4"" ins Regelgleis Richtung Wannsee; Signalschirm hat auch Platz für Optiken für verkürzten Bremsweg und Ks 2",POINT (13.2563422 52.4846545)
node,10222493569,,signal,,forward,right,,Unknown,Unknown,POINT (13.2493296 52.4776201)
node,10222493570,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.2481207 52.4767769)
node,10222493571,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2482303 52.4768344)
node,10222493572,,signal,,forward,in_track,,Unknown,Unknown,POINT (13.2530575 52.4814021)
node,10222493573,,signal,,forward,in_track,,Unknown,Unknown,POINT (13.2531225 52.4813741)
node,10222493574,,signal,,forward,in_track,,Unknown,Unknown,POINT (13.2531882 52.4813441)
node,10222493575,,signal,,forward,in_track,,Unknown,Unknown,POINT (13.2532517 52.4813156)
node,10222493576,DB Netz AG,signal,DE-ESO:ks,forward,bridge,F1,Unknown,"Zeigt Ks 1 mit Zs 3 ""4"" und Zs 2 ""W"" für Fahrstraße Richtung Regelgleis Strecke 6062, Signal B",POINT (13.2519944 52.4793465)
node,10222493577,DB Netz AG,signal,DE-ESO:ks,backward,bridge,G1,Unknown,Unknown,POINT (13.2519436 52.4793681)
node,10225158612,,signal,,forward,right,,Unknown,Unknown,POINT (13.5605116 52.4219336)
node,10229438996,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.1947147 52.4351241)
node,10229438997,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.1975766 52.4375149)
node,10229438998,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.1975267 52.4375362)
node,10229498318,DB Netz AG,signal,DE-ESO:ks,forward,left,3047,Unknown,Unknown,POINT (13.1929323 52.4314831)
node,10229498319,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.1929346 52.4314967)
node,10229498320,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.1929566 52.4316039)
node,10229539617,,signal,,both,in_track,,Unknown,Unknown,POINT (13.3730575 52.4879126)
node,10229539618,,signal,,both,in_track,,Unknown,Unknown,POINT (13.3729859 52.4879217)
node,10229539619,,signal,,,,,"""WÜST Anfang""",Unknown,POINT (13.3736627 52.4891724)
node,10229539645,DB Netz AG,signal,DE-ESO:ks,forward,right,255,Unknown,Unknown,POINT (13.3720942 52.4922248)
node,10236383654,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2046461 52.4431132)
node,10236383655,DB Netz AG,signal,,forward,right,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 1 Strich,POINT (13.2037668 52.4424172)
node,10236383656,DB Netz AG,signal,,forward,right,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 2 Strichen,POINT (13.2031005 52.4418899)
node,10236383657,DB Netz AG,signal,,forward,right,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 3 Strichen,POINT (13.2024189 52.4413503)
node,10236383662,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.1981666 52.4381878)
node,10236383663,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.1975083 52.4375922)
node,10239165139,DB Netz AG,signal,DE-ESO:ks,forward,right,3041,Unknown,Unknown,POINT (13.2138379 52.450591)
node,10239165140,DB Netz AG,signal,,forward,right,108,Unknown,Unknown,POINT (13.2138972 52.4504353)
node,10239165141,DB Netz AG,signal,DE-ESO:ks,forward,right,30 39,Unknown,Unknown,POINT (13.2255334 52.4598437)
node,10239165142,DB Netz AG,signal,,forward,right,107,Unknown,Unknown,POINT (13.229272 52.4626529)
node,10239165143,DB Netz AG,signal,DE-ESO:ks,forward,right,3037,Unknown,Unknown,POINT (13.2371999 52.4690635)
node,10239165144,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2382848 52.4697827)
node,10239165145,DB Netz AG,signal,DE-ESO:ks,forward,right,3035,Unknown,Unknown,POINT (13.2484454 52.478523)
node,10239165146,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.2505824 52.4804251)
node,10239165147,DB Netz AG,signal,DE-ESO:ks,backward,left,,Unknown,Unknown,POINT (13.2542217 52.4834187)
node,10239165148,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2546294 52.4826899)
node,10239165149,DB InfraGO AG,signal,,forward,right,H1,Unknown,"Signal mit seltener Bauform: Ks Signalschirm mit Platz für 3 Lichtpunkte, Zwei kleinen Lichtpunkten für Sh 1, Mastschild weiß mit 2 schwarzen Punkten",POINT (13.2525271 52.4801513)
node,10239165160,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.2577843 52.4863159)
node,10239217328,DB Netz AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.241414 52.4722529)
node,10239217329,DB Netz AG,signal,,forward,bridge,,Unknown,Unknown,POINT (13.2414665 52.4722279)
node,10239217332,DB Netz AG,signal,,backward,left,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 1 Strich,POINT (13.2404972 52.4715295)
node,10239217333,DB Netz AG,signal,,forward,right,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 1 Strich,POINT (13.240554 52.4715075)
node,10239217334,DB Netz AG,signal,,backward,left,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 2 Strichen,POINT (13.2398222 52.4709968)
node,10239217335,DB Netz AG,signal,,forward,right,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 2 Strichen,POINT (13.2398788 52.4709745)
node,10239217336,DB Netz AG,signal,,backward,left,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 3 Strichen,POINT (13.2391474 52.4704644)
node,10239217337,DB Netz AG,signal,,forward,right,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 3 Strichen,POINT (13.2392036 52.4704415)
node,10241036441,DB Netz AG,signal,,forward,left,,Unknown,Unknown,POINT (13.1922757 52.4303464)
node,10241036442,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.1979282 52.4379995)
node,10241036443,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.1988926 52.4386998)
node,10241036444,DB Netz AG,signal,DE-ESO:ks,forward,right,3043,Unknown,Unknown,POINT (13.2026562 52.4417429)
node,10241036445,DB Netz AG,signal,DE-ESO:ks,backward,left,3045,Unknown,Unknown,POINT (13.2032997 52.4421872)
node,10241036446,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.2084535 52.4462667)
node,10241110036,,signal,,forward,right,,Unknown,Unknown,POINT (13.3730549 52.4880409)
node,10243514706,,signal,,both,in_track,,Unknown,Unknown,POINT (13.3729062 52.4876254)
node,10243514708,,signal,,both,in_track,,Unknown,Unknown,POINT (13.3728917 52.4876285)
node,10243527009,,signal,,both,in_track,,Unknown,Unknown,POINT (13.3728232 52.4876428)
node,10243527010,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3718896 52.4860082)
node,10243527013,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3717949 52.4858018)
node,10243527014,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3714633 52.485508)
node,10245695018,,signal,,backward,left,,Unknown,Unknown,POINT (13.3724377 52.4869837)
node,10245695024,,signal,,backward,right,,Unknown,Unknown,POINT (13.3734025 52.4886252)
node,10247770619,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3685129 52.4802387)
node,10249848823,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5417042 52.434338)
node,10249848824,DB Netz AG,signal,,forward,right,571,Unknown,Unknown,POINT (13.5421517 52.4342102)
node,10250713979,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.52343 52.4471563)
node,10250713984,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5275834 52.4442031)
node,10250713985,DB Netz AG,signal,,forward,right,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 3 Strichen,POINT (13.5250155 52.4459153)
node,10250727453,DB Netz AG,signal,,backward,right,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 2 Strichen,POINT (13.5248029 52.4460979)
node,10250754554,DB Netz AG,signal,DE-ESO:ks,forward,right,705,Unknown,Unknown,POINT (13.4560103 52.4735614)
node,10271914746,DB Netz AG,signal,DE-ESO:hl,backward,right,F,Unknown,Unknown,POINT (13.4820276 52.5051119)
node,10276697781,DB Netz AG,signal,,forward,right,91 01,Ks-Hauptsignal mit Geschwindigkeitsanzeiger (zs 3) und einem weiteren Zusatzanzeiger in Richtung Stettin,Unknown,POINT (13.5080251 52.6454887)
node,10276697782,DB Netz AG,signal,,backward,bridge,91 11,Ks-Hauptsignal mit Geschwindigkeitsanzeiger (zs 3) und einem weiteren Zusatzanzeiger in Richtung Stettin,Unknown,POINT (13.5079885 52.6455179)
node,10276697783,DB Netz AG,signal,DE-ESO:ks,forward,left,49 B,Ks-Mehrabschnittssignal mit Geschwindigkeitsanzeiger (zs 3) in Richtung Stettin,Unknown,POINT (13.462146 52.6075833)
node,10283918150,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4679998 52.5023546)
node,10283918151,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4679072 52.5023326)
node,10283918162,DB Netz AG,signal,DE-ESO:ks,forward,right,6079,Unknown,Unknown,POINT (13.4644144 52.4961757)
node,10283918163,DB Netz AG,signal,,backward,left,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 3 Strichen,POINT (13.4611666 52.5046724)
node,10283918164,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4609713 52.5047017)
node,10283918165,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4588715 52.5049038)
node,10283918166,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.456675 52.5052919)
node,10283918167,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.456676 52.5052944)
node,10283918168,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4564669 52.5052593)
node,10283918169,DB Netz AG,signal,,forward,bridge,,Unknown,Unknown,POINT (13.4679696 52.4998719)
node,10288479807,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4749476 52.5144721)
node,10288479808,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4748034 52.5144262)
node,10288523909,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4747915 52.5144445)
node,10288523910,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4749493 52.5144677)
node,10288523911,DB Netz AG,signal,DE-ESO:ks,forward,right,6053,Unknown,Unknown,POINT (13.4754926 52.5122451)
node,10288523912,DB Netz AG,signal,DE-ESO:ks,forward,bridge,6052,Unknown,Unknown,POINT (13.4753098 52.5132049)
node,10288523919,DB Netz AG,signal,,forward,left,,Unknown,Unknown,POINT (13.4597465 52.4898606)
node,10288523920,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4597477 52.4898655)
node,10288523921,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4598251 52.4897858)
node,10288523922,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4598912 52.4897784)
node,10288523925,DB Netz AG,signal,,forward,bridge,61 P4,Unknown,Unknown,POINT (13.4753051 52.5096957)
node,10288523926,DB Netz AG,signal,,backward,bridge,61 P3,Unknown,Unknown,POINT (13.4752531 52.5097126)
node,10288523927,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4758905 52.5112998)
node,10288523936,DB Netz AG,signal,DE-ESO:ks,forward,right,6055,Unknown,Unknown,POINT (13.4745126 52.5090816)
node,10288523966,DB Netz AG,signal,DE-ESO:ks,forward,right,6059,Unknown,Unknown,POINT (13.4730005 52.5074947)
node,10290541010,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4750744 52.5096913)
node,10290541011,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4751257 52.5096754)
node,10290541012,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4752692 52.5133803)
node,10290541013,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4752187 52.5133714)
node,10290541014,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4752701 52.513376)
node,10290541017,DB Netz AG,signal,,backward,left,74L 217X,Unknown,Unknown,POINT (13.4626123 52.5046893)
node,10290541018,DB Netz AG,signal,,backward,left,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 1 Strich,POINT (13.4758938 52.5023328)
node,10290541020,DB Netz AG,signal,,backward,left,,Unknown,Hier steht eine Vorsignalbake Ne 3 mit 2 Strichen,POINT (13.4747861 52.5024252)
node,10290541022,DB Netz AG,signal,DE-ESO:ks,backward,left,1424,Unknown,Unknown,POINT (13.4639359 52.5045071)
node,10290541025,DB Netz AG,signal,,forward,right,,Unknown,"Hier steht eine Tafel mit den Buchstaben ""OB"" als Hinweis für die handbedienten Weichen im Talgowerk",POINT (13.4594192 52.5050267)
node,10290541026,,signal,,both,in_track,,Unknown,Unknown,POINT (13.4556886 52.5057285)
node,10290541027,,signal,,both,in_track,,Unknown,Unknown,POINT (13.4556655 52.5056809)
node,10290541105,DB Netz AG,signal,,backward,left,22 II,Unknown,Unknown,POINT (13.4921021 52.5078566)
node,10290541111,DB Netz AG,signal,DE-ESO:hl,forward,right,G,Unknown,Zeigt Hl 3b/Hl 12b für Fahrstraße nach Lichtenberg Gleis 3,POINT (13.4873122 52.5059229)
node,10290541114,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4779363 52.5070001)
node,10290541115,DB Netz AG,signal,DE-ESO:hl,forward,right,A,Unknown,Unknown,POINT (13.4779193 52.5069699)
node,10290541116,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4734062 52.5067912)
node,10290541117,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4734215 52.5067595)
node,10290541118,DB Netz AG,signal,,backward,left,61L 301X,Unknown,Unknown,POINT (13.4734081 52.506755)
node,10292393147,DB InfraGO AG,signal,DE-ESO:ks,forward,right,44 A,Unknown,"Zeigt Ks 2+Zs 2 ""L"" oder Ks 1+Zs 3v ""4""+Zs 2 ""L"" ohne verkürzten Bremswegabstand für Fahrstraße Richtung Lichtenberg; Zeigt Zs2 ""S"" für Fahrstraße Richtung Ostkreuz",POINT (13.4739347 52.5165671)
node,10292393148,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4819795 52.5050927)
node,10292393150,DB Netz AG,signal,DE-ESO:hl,forward,right,O9,Unknown,Unknown,POINT (13.5016219 52.5127176)
node,10292393157,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4909718 52.5070765)
node,10292393161,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4942779 52.5086195)
node,10292393163,DB Netz AG,signal,DE-ESO:hl,backward,left,L4,Unknown,Unknown,POINT (13.4952292 52.5090205)
node,10292393166,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4945439 52.5086736)
node,10292393168,DB Netz AG,signal,,backward,left,L3,Unknown,Unknown,POINT (13.4943521 52.5085347)
node,10292393170,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.488459 52.5055022)
node,10292393172,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4944881 52.5093829)
node,10292393173,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4940571 52.5090748)
node,10292393174,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4942126 52.5092275)
